id,edad,genero,pais,tipo_habitacion,precio_por_noche,tipo_tarjeta,noches,todo_incluido,mantenimiento_por_noche
2333,86,mujer,España,doble,,Amex,3,si,15€
2334,47,hombre,Alemania,triple,,MasterCard,4,si,20€
2335,63,mujer,EEUU,doble,,otra,4,si,20€
2336,24,mujer,Alemania,triple,,Amex,5,si,5€
2337,20,mujer,Alemania,doble,50€,otra,7,no,20€
2338,58,mujer,Argentina,individual,200€,Amex,5,no,5€
2339,22,hombre,México,individual,120€,Visa,8,si,
2340,77,mujer,Colombia,cuadruple,150€,MasterCard,6,no,20€
2341,52,mujer,Alemania,doble,90€,Visa,9,si,5€
2342,23,mujer,Colombia,triple,,otra,5,no,5€
2343,90,hombre,Italia,doble,200€,Amex,4,no,20€
2344,62,hombre,Argentina,cuadruple,120€,MasterCard,10,no,20€
2345,46,hombre,Alemania,triple,200€,MasterCard,1,si,5€
2346,86,hombre,España,doble,,Amex,3,si,10€
2347,87,mujer,Colombia,cuadruple,50€,Visa,9,no,5€
2348,56,hombre,Francia,triple,50€,otra,3,no,
2349,27,hombre,Argentina,triple,120€,MasterCard,10,si,5€
2350,61,mujer,Alemania,doble,90€,MasterCard,5,no,15€
2351,21,mujer,EEUU,individual,70€,Visa,10,si,10€
2352,82,mujer,Italia,triple,,Visa,6,si,20€
2353,28,hombre,Alemania,triple,120€,Visa,4,si,
2354,78,mujer,España,individual,200€,Amex,5,si,20€
2355,67,hombre,Francia,individual,50€,MasterCard,9,no,
2356,19,hombre,EEUU,doble,120€,Visa,3,no,5€
2357,40,hombre,España,doble,120€,MasterCard,6,no,10€
2358,19,hombre,México,triple,70€,Visa,9,si,
2359,32,mujer,España,individual,50€,Visa,5,si,20€
2360,69,hombre,Colombia,doble,70€,Amex,2,no,
2361,19,hombre,Colombia,doble,70€,Visa,6,no,10€
2362,62,hombre,Italia,triple,150€,otra,3,si,5€
2363,69,mujer,Argentina,individual,70€,Amex,9,no,15€
2364,35,hombre,España,individual,150€,Visa,8,no,
2365,60,hombre,Colombia,cuadruple,200€,otra,8,no,15€
2366,75,hombre,Alemania,individual,50€,Amex,5,no,
2367,80,hombre,Alemania,individual,70€,Amex,10,no,10€
2368,75,hombre,México,triple,200€,otra,4,no,15€
2369,75,mujer,Italia,triple,50€,otra,4,no,15€
2370,90,hombre,Chile,individual,50€,MasterCard,2,si,15€
2371,35,mujer,Italia,triple,70€,MasterCard,5,si,5€
2372,72,hombre,Italia,doble,90€,Visa,6,si,20€
2373,65,mujer,Chile,triple,50€,otra,1,si,5€
2374,23,mujer,Francia,cuadruple,70€,Amex,7,no,10€
2375,38,hombre,México,triple,120€,MasterCard,2,no,5€
2376,44,mujer,Argentina,triple,50€,Visa,10,si,20€
2377,69,mujer,Chile,individual,70€,MasterCard,6,no,10€
2378,82,mujer,España,doble,150€,Visa,9,no,20€
2379,66,hombre,EEUU,triple,150€,Visa,7,no,5€
2380,56,mujer,Italia,triple,90€,otra,9,si,
2381,35,hombre,EEUU,cuadruple,70€,Amex,3,no,
2382,63,hombre,Francia,doble,50€,Amex,9,no,5€
2383,50,mujer,Colombia,cuadruple,200€,MasterCard,10,si,20€
2384,33,mujer,México,triple,150€,Amex,3,si,15€
2385,65,hombre,Italia,triple,200€,MasterCard,4,si,5€
2386,74,hombre,México,cuadruple,120€,otra,8,no,
2387,24,hombre,España,individual,70€,otra,1,no,5€
2388,32,mujer,México,individual,50€,otra,8,si,
2389,76,mujer,Italia,cuadruple,90€,otra,5,si,10€
2390,69,mujer,Francia,triple,150€,Amex,9,no,
2391,23,mujer,España,doble,150€,Visa,2,no,20€
2392,80,hombre,España,doble,200€,Amex,4,si,5€
2393,79,hombre,Chile,individual,70€,otra,5,si,
2394,86,mujer,México,individual,150€,Amex,3,si,20€
2395,58,hombre,México,triple,,otra,6,si,10€
2396,79,mujer,Argentina,individual,200€,Amex,9,si,5€
2397,57,mujer,EEUU,cuadruple,,Visa,2,si,20€
2398,58,mujer,Italia,individual,120€,Visa,6,no,10€
2399,29,hombre,México,cuadruple,200€,Visa,4,si,10€
2400,62,hombre,Alemania,triple,120€,MasterCard,5,no,10€
2401,22,mujer,Italia,cuadruple,120€,Visa,5,no,10€
2402,28,mujer,Francia,individual,70€,otra,3,no,5€
2403,82,mujer,Colombia,cuadruple,,Visa,5,no,
2404,86,hombre,Italia,individual,120€,Amex,8,si,
2405,43,mujer,Italia,cuadruple,70€,otra,7,si,20€
2406,89,mujer,México,cuadruple,150€,Amex,7,si,10€
2407,48,hombre,Colombia,cuadruple,50€,Amex,6,no,
2408,33,mujer,España,individual,150€,MasterCard,7,no,10€
2409,30,hombre,Italia,cuadruple,150€,MasterCard,10,no,5€
2410,50,hombre,Chile,cuadruple,90€,MasterCard,8,no,15€
2411,49,mujer,Argentina,triple,90€,Visa,7,si,
2412,38,hombre,España,triple,90€,Visa,2,no,15€
2413,61,mujer,Argentina,cuadruple,,otra,6,si,5€
2414,22,mujer,México,individual,70€,MasterCard,9,no,15€
2415,89,hombre,Argentina,individual,150€,otra,10,si,
2416,79,mujer,Colombia,individual,70€,Amex,3,si,15€
2417,22,mujer,España,triple,150€,MasterCard,9,no,15€
2418,54,mujer,Francia,cuadruple,90€,otra,7,no,5€
2419,29,mujer,EEUU,doble,90€,otra,8,no,
2420,88,hombre,España,triple,120€,MasterCard,3,no,20€
2421,31,mujer,Argentina,cuadruple,,otra,8,no,15€
2422,57,hombre,España,cuadruple,,otra,8,si,
2423,30,mujer,Francia,doble,70€,Visa,10,si,15€
2424,53,mujer,Argentina,individual,200€,MasterCard,6,no,15€
2425,66,hombre,Francia,cuadruple,70€,Amex,4,no,15€
2426,45,hombre,EEUU,individual,90€,Visa,6,no,15€
2427,26,mujer,Francia,doble,70€,Amex,5,si,
2428,77,mujer,EEUU,individual,50€,Amex,9,no,5€
2429,26,mujer,México,doble,50€,Visa,7,no,10€
2430,87,hombre,México,cuadruple,70€,MasterCard,4,no,5€
2431,24,hombre,EEUU,triple,90€,otra,6,si,5€
2432,36,mujer,México,doble,50€,Amex,4,si,10€
2433,32,hombre,España,cuadruple,70€,otra,9,si,10€
2434,39,mujer,España,cuadruple,120€,Visa,6,si,
2435,77,hombre,Argentina,doble,50€,Visa,7,si,20€
2436,29,mujer,Francia,doble,150€,Amex,5,si,15€
2437,68,mujer,Chile,triple,150€,otra,7,si,15€
2438,69,hombre,Argentina,cuadruple,90€,Amex,5,no,15€
2439,69,mujer,Alemania,doble,150€,Visa,8,no,10€
2440,43,hombre,España,cuadruple,200€,Amex,7,no,15€
2441,57,hombre,EEUU,cuadruple,,Visa,6,si,
2442,25,mujer,Argentina,doble,150€,Visa,10,no,20€
2443,54,mujer,Alemania,cuadruple,120€,Visa,8,no,15€
2444,37,hombre,Alemania,doble,90€,Visa,4,no,5€
2445,74,mujer,México,doble,120€,Visa,1,no,
2446,86,mujer,Alemania,triple,90€,Amex,7,si,10€
2447,36,mujer,EEUU,doble,90€,Visa,4,no,20€
2448,87,hombre,Colombia,individual,200€,Amex,8,no,10€
2449,70,mujer,Francia,doble,70€,Visa,7,si,5€
2450,64,hombre,EEUU,individual,,Visa,4,no,
2451,42,hombre,Chile,doble,90€,otra,7,si,20€
2452,36,mujer,Argentina,triple,120€,otra,9,no,10€
2453,45,mujer,España,triple,120€,Amex,9,si,15€
2454,49,mujer,Argentina,individual,70€,otra,7,si,10€
2455,18,hombre,Alemania,individual,200€,MasterCard,8,no,5€
2456,32,hombre,Colombia,cuadruple,50€,otra,4,si,15€
2457,37,hombre,España,doble,90€,Visa,1,no,
2458,39,mujer,México,cuadruple,200€,Amex,9,si,5€
2459,59,hombre,Argentina,doble,150€,MasterCard,7,si,20€
2460,82,hombre,México,triple,50€,Amex,6,si,10€
2461,81,hombre,Colombia,triple,200€,Amex,4,no,20€
2462,55,mujer,España,individual,,MasterCard,8,no,15€
2463,62,hombre,Francia,doble,150€,Amex,6,no,15€
2464,74,mujer,Alemania,doble,150€,Visa,8,si,15€
2465,58,hombre,Chile,cuadruple,50€,Amex,9,si,15€
2466,88,mujer,España,doble,70€,Amex,8,si,15€
2467,57,hombre,EEUU,individual,70€,Visa,9,si,20€
2468,54,hombre,Argentina,doble,90€,MasterCard,1,si,15€
2469,53,mujer,EEUU,individual,,MasterCard,5,si,5€
2470,61,mujer,Francia,triple,50€,otra,8,no,15€
2471,46,hombre,Chile,cuadruple,120€,otra,5,no,15€
2472,78,hombre,Alemania,cuadruple,150€,MasterCard,4,si,20€
2473,31,hombre,Chile,triple,120€,otra,4,si,20€
2474,53,mujer,España,triple,200€,Amex,8,si,10€
2475,69,hombre,EEUU,cuadruple,90€,MasterCard,6,si,15€
2476,24,hombre,Italia,cuadruple,50€,Amex,3,si,15€
2477,31,mujer,EEUU,triple,150€,Visa,2,si,15€
2478,33,hombre,Argentina,cuadruple,120€,otra,3,si,15€
2479,71,hombre,Chile,triple,50€,otra,1,no,15€
2480,78,mujer,Argentina,cuadruple,,otra,2,si,
2481,74,hombre,Colombia,triple,70€,otra,5,no,10€
2482,75,hombre,México,individual,120€,otra,1,no,15€
2483,47,hombre,Italia,individual,90€,MasterCard,3,no,15€
2484,59,mujer,EEUU,cuadruple,50€,Visa,9,si,10€
2485,56,hombre,Alemania,cuadruple,150€,Visa,1,si,10€
2486,28,hombre,Argentina,individual,120€,otra,3,no,10€
2487,83,mujer,Italia,cuadruple,120€,Amex,6,no,10€
2488,58,mujer,EEUU,cuadruple,120€,Visa,4,no,
2489,85,mujer,Italia,triple,70€,Visa,4,si,10€
2490,83,hombre,Colombia,cuadruple,50€,MasterCard,10,no,15€
2491,61,mujer,México,individual,90€,otra,1,si,15€
2492,49,mujer,Francia,doble,70€,Visa,4,si,10€
2493,45,mujer,España,triple,90€,MasterCard,2,no,5€
2494,89,hombre,México,doble,,MasterCard,1,no,15€
2495,88,mujer,EEUU,individual,200€,MasterCard,9,no,5€
2496,51,hombre,EEUU,triple,50€,otra,7,si,
2497,66,hombre,España,triple,,Visa,7,no,
2498,80,mujer,España,triple,200€,Visa,10,si,15€
2499,85,mujer,EEUU,cuadruple,150€,Amex,10,si,
2500,57,mujer,Italia,doble,150€,Visa,4,no,5€
